# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
09.12.2016 04:47:12;neon;          2;          8;          8;          8;          1;        512;      92160;   1.000;608.69600000;1250.15600000;.00800000;22092.14400000;24580.46875000;24566.46484375;14.00399971;21726.20400000;352.06800000;2.81200000;98.02000000;3531112448;1876967424;
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;109.69600000;667.04800000;.00400000;3500.72400000;4284.98437500;4114.01220703;170.97200012;1120.36000000;2368.68000000;10.44400000;487.26000000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;25.32400000;245.10000000;.00400000;2969.79200000;3248.48413086;3232.21606445;16.26799965;1973.61200000;991.60800000;3.56400000;115.45200000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;27.72000000;235.47600000;.00000000;2890.99600000;3173.44409180;3168.13598633;5.30800009;2766.34800000;122.21200000;1.31200000;39.31200000;
07.12.2016 23:18:07;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;47.57200000;350.10400000;.00000000;5659.90400000;6099.93994141;6097.47216797;2.46799994;5555.65200000;100.18000000;2.16800000;63.90800000;
08.12.2016 03:04:12;neon;          4;          8;          8;          8;          1;        512;      92160;   1.000;159.36000000;632.88400000;.00800000;12583.58800000;13553.71191406;13471.49609375;82.21600342;10978.30400000;1597.45200000;2.53200000;78.66000000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.38800000;203.93200000;.00400000;2606.19600000;2834.52807617;2802.39599609;32.13199997;1943.88800000;659.33200000;2.04800000;70.16000000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;19.35200000;188.05200000;.00000000;2822.45600000;3042.99218750;3041.44409180;1.54799998;2757.97200000;62.38400000;1.17200000;39.47200000;2589421568;1206034432
08.12.2016 18:34:10;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;48.06400000;370.30000000;.00000000;5688.04400000;6149.77587891;6147.45996094;2.31599998;5468.74000000;215.39600000;1.86000000;64.68800000;2749038592;1356865536
08.12.2016 21:57:14;neon;          4;          8;          8;          8;          1;        512;      92160;   1.000;163.74400000;672.11200000;.00400000;11175.63200000;12174.07128906;12169.13964844;4.93200016;10962.16800000;206.82400000;2.27200000;77.21600000;3011686400;1520107520;
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;116.54000000;741.50000000;.00000000;3210.33600000;4075.34008789;3994.45605469;80.88400269;1092.87200000;2105.64400000;10.54400000;538.69600000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;23.07600000;245.50800000;.00400000;2929.58800000;3207.21606445;3194.49609375;12.72000027;1968.73200000;956.34400000;3.56400000;110.88400000;
07.12.2016 21:36:15;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;27.63200000;235.40000000;.00000000;2890.99600000;3172.48413086;3166.91210938;5.57200003;2753.30000000;135.35600000;1.30400000;39.30800000;
07.12.2016 23:18:07;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;50.16400000;347.52800000;.00400000;5659.92000000;6100.15185547;6095.97607422;4.17600012;5463.64800000;192.16000000;2.16400000;63.90800000;
08.12.2016 03:04:12;neon;          4;          8;          8;          8;          1;        512;      92160;   1.000;160.33600000;631.91200000;.00400000;12583.60800000;13553.83984375;13470.22363281;83.61599731;10844.28000000;1731.59200000;2.53200000;78.66800000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;14.16000000;197.64800000;.00400000;2581.02400000;2799.04394531;2789.84399414;9.19999981;1963.96800000;614.27600000;1.90400000;68.18400000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;19.48400000;187.99600000;.00000000;2822.46000000;3043.07202148;3041.54394531;1.52800000;2738.80000000;81.55600000;1.16400000;39.47600000;2592477184;1204191232
08.12.2016 18:34:10;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;54.04000000;364.30000000;.00000000;5688.07200000;6149.72802734;6147.25195312;2.47600007;5508.00800000;176.13200000;1.86800000;64.68400000;2765406208;1343352832
08.12.2016 21:57:14;neon;          4;          8;          8;          8;          1;        512;      92160;   1.000;174.30800000;661.56800000;.00000000;11175.60000000;12174.07128906;12169.51953125;4.55200005;10968.59600000;200.28800000;2.26000000;77.22400000;3000807424;1505513472
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;119.75600000;746.62800000;.00400000;4049.23200000;4923.18017578;4875.89208984;47.28799820;1071.24000000;2964.69600000;12.12800000;547.88800000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;22.75200000;241.64400000;.00400000;2909.64000000;3181.68798828;3141.14404297;40.54399872;1990.14000000;914.89600000;3.58400000;111.71200000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;27.87200000;234.95200000;.00000000;2890.08400000;3172.67187500;3166.64794922;6.02400017;2776.41600000;111.20800000;1.30400000;39.30400000;
07.12.2016 23:18:07;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;48.38800000;349.39200000;.00000000;5659.91600000;6100.21582031;6096.21582031;4.00000000;5456.96000000;198.88400000;2.15200000;63.89600000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.95200000;199.99600000;.00400000;2687.74000000;2912.62011719;2897.54003906;15.07999992;1873.91600000;810.79600000;2.19200000;68.34000000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;24.31600000;182.82000000;.00400000;2822.44000000;3043.07592773;3039.64794922;3.42799997;2735.95200000;84.38800000;1.16000000;39.46000000;2600611840;1203978240
08.12.2016 18:34:10;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;54.21600000;364.10800000;.00400000;5688.07600000;6149.72021484;6147.58007812;2.14000010;5507.38400000;176.82800000;1.86000000;64.68400000;2749444096;1358331904
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;118.48800000;741.03200000;.00400000;4080.86000000;4949.02783203;4870.89599609;78.13200378;1073.67600000;2991.54000000;14.27600000;545.96400000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;21.92800000;239.44400000;.00000000;2811.59600000;3080.58813477;3068.25610352;12.33199978;1967.99200000;838.90000000;3.69600000;110.64400000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;28.36800000;234.54000000;.00000000;2890.89600000;3172.54394531;3166.76806641;5.77600002;2758.79600000;129.64800000;1.29200000;39.30800000;
07.12.2016 23:18:07;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;47.25200000;350.44000000;.00400000;5659.92400000;6100.04394531;6097.37597656;2.66799998;5460.22400000;195.57200000;2.17200000;63.89600000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.27200000;217.10000000;.00400000;2686.34400000;2927.64794922;2913.26391602;14.38399982;1874.38000000;808.92800000;2.15600000;73.40000000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;22.30000000;184.92000000;.00000000;2822.44000000;3043.03222656;3039.91210938;3.11999989;2735.90000000;84.46000000;1.15600000;39.47200000;2592419840;1188954112
08.12.2016 18:34:10;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;53.56000000;364.77600000;.00400000;5688.06800000;6149.56787109;6147.35595703;2.21199989;5492.37200000;191.82400000;1.86400000;64.64400000;2764587008;1356046336
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;117.98400000;749.56800000;.00400000;4021.33600000;4896.87988281;4830.79589844;66.08399963;1073.73600000;2934.11600000;12.30400000;549.60800000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;25.87600000;254.98000000;.00000000;2897.72000000;3186.61596680;3154.90405273;31.71199989;1968.99200000;924.04400000;3.58800000;121.41200000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;26.96000000;236.38800000;.00000000;2892.72000000;3181.92797852;3175.09204102;6.83599997;2759.38800000;130.68000000;1.30800000;39.30800000;
07.12.2016 23:18:07;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;49.50400000;348.14000000;.00400000;5659.92000000;6099.92382812;6095.81982422;4.10400009;5487.71200000;168.07600000;1.97600000;63.81200000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;14.62000000;208.90800000;.00400000;2627.17600000;2858.69189453;2836.54394531;22.14800072;1915.88800000;708.28000000;2.19200000;72.65200000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;22.86800000;184.42800000;.00400000;2822.44400000;3043.05981445;3040.52392578;2.53600001;2737.71600000;82.66000000;1.16000000;39.46800000;2598141952;1210818560
08.12.2016 18:34:10;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;53.68800000;364.67600000;.00000000;5688.05600000;6149.83984375;6147.37597656;2.46399999;5463.04000000;221.23600000;1.86800000;64.68400000;2734452736;1294868480
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;121.50800000;734.99200000;.00400000;4025.55600000;4889.65234375;4810.66015625;78.99199677;1077.01200000;2933.85600000;13.40000000;537.83600000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;24.88000000;250.91600000;.00400000;2927.48800000;3210.37622070;3174.91210938;35.46400070;1982.61600000;940.04000000;3.80000000;117.75200000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;29.88800000;233.10800000;.00000000;2891.11600000;3176.08007812;3171.76806641;4.31199980;2758.33200000;130.17200000;1.31200000;39.31200000;
07.12.2016 23:18:07;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;48.20000000;349.48400000;.00400000;5659.92400000;6100.13183594;6096.27197266;3.85999990;5459.21600000;196.56400000;2.16400000;63.90000000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.82800000;216.70800000;.00000000;2648.72400000;2890.12792969;2869.91992188;20.20800018;1957.46000000;688.33600000;2.06000000;73.41600000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;25.05600000;181.90400000;.00000000;2822.42800000;3042.54003906;3040.33203125;2.20799994;2748.42000000;71.92000000;1.16400000;39.46000000;2597191680;1205141504
08.12.2016 18:34:10;neon;          8;          8;          8;          8;          1;        512;      92160;   1.000;58.72000000;359.62000000;.00400000;5688.06000000;6149.72363281;6145.67187500;4.05200005;5467.59200000;213.83600000;4.71600000;64.72400000;2766843904;1358303232;
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;113.97600000;735.63200000;.00000000;4045.70000000;4901.18017578;4813.12402344;88.05599976;1084.07200000;2948.27600000;12.24000000;538.55200000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;25.72000000;247.76400000;.00000000;2894.50000000;3176.04003906;3154.70800781;21.33200073;1984.90400000;904.96400000;3.58400000;115.06800000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;29.08000000;234.47600000;.00000000;2891.00400000;3180.21191406;3174.37988281;5.83199978;2770.69200000;117.74800000;1.29600000;39.30800000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.72400000;216.68000000;.00000000;2801.94400000;3043.22802734;3039.55590820;3.67199993;1811.91200000;986.89200000;2.26000000;73.41600000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;22.57600000;184.78400000;.00400000;2822.42000000;3043.09204102;3040.10009766;2.99200010;2737.98000000;82.36800000;1.16000000;39.47200000;2578857984;1208827904
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:07;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;125.74000000;745.58000000;.00400000;4000.64800000;4877.39990234;4758.87597656;118.52400208;1098.34800000;2887.28000000;13.73200000;545.30400000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;23.35200000;256.43200000;.00000000;2921.12800000;3209.67993164;3193.84790039;15.83199978;1967.94800000;948.33200000;3.77600000;121.49200000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;27.60800000;235.55200000;.00000000;2891.06000000;3174.07202148;3168.58398438;5.48799992;2753.20400000;135.33600000;1.31600000;39.30800000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;14.96800000;216.96400000;.00000000;2800.42400000;3040.47216797;3031.73608398;8.73600006;1820.34000000;977.01200000;2.24400000;73.40800000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;24.15200000;183.18000000;.00000000;2822.44800000;3043.04809570;3039.52001953;3.52800012;2740.21600000;80.14800000;1.15200000;39.46800000;2591866880;1204203520
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;124.76800000;749.36800000;.00400000;3982.54400000;4864.32421875;4704.47607422;159.84800720;1094.06000000;2875.39600000;11.78000000;549.20400000;
07.12.2016 20:39:02;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;24.89600000;245.34800000;.00400000;2935.10000000;3214.46386719;3183.32788086;31.13599968;1985.80000000;944.53600000;3.69200000;112.47200000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;26.53200000;236.95200000;.00000000;2888.99200000;3176.46411133;3171.58007812;4.88399982;2764.27200000;122.15200000;1.30800000;39.30400000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.59200000;216.33600000;.00400000;2775.82800000;3016.66796875;3003.29589844;13.37199974;1844.72800000;928.11600000;2.12400000;73.33600000;
